"scalar_flux","subdomain","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,0,1,7.49,7.49,5,0
1,0,1,7.5,7.5,5,0
1,0,1,7.51,7.51,5,0
1,0,1,7.52,7.52,5,0
1,0,1,7.53,7.53,5,0
1,0,1,7.54,7.54,5,0
1,0,1,7.55,7.55,5,0
1,0,1,7.56,7.56,5,0
1,0,1,7.57,7.57,5,0
1,0,1,7.58,7.58,5,0
1,0,1,7.59,7.59,5,0
1,0,1,7.6,7.6,5,0
1,0,1,7.61,7.61,5,0
1,0,1,7.62,7.62,5,0
1,0,1,7.63,7.63,5,0
1,0,1,7.64,7.64,5,0
1,0,1,7.65,7.65,5,0
1,0,1,7.66,7.66,5,0
1,0,1,7.67,7.67,5,0
1,0,1,7.68,7.68,5,0
1,0,1,7.69,7.69,5,0
1,0,1,7.7,7.7,5,0
1,0,1,7.71,7.71,5,0
1,0,1,7.72,7.72,5,0
1,0,1,7.73,7.73,5,0
1,0,1,7.74,7.74,5,0
1,0,1,7.75,7.75,5,0
1,0,1,7.76,7.76,5,0
1,0,1,7.77,7.77,5,0
1,0,1,7.78,7.78,5,0
1,0,1,7.79,7.79,5,0
1,0,1,7.8,7.8,5,0
1,0,1,7.81,7.81,5,0
1,0,1,7.82,7.82,5,0
1,0,1,7.83,7.83,5,0
1,0,1,7.84,7.84,5,0
1,0,1,7.85,7.85,5,0
1,0,1,7.86,7.86,5,0
1,0,1,7.87,7.87,5,0
1,0,1,7.88,7.88,5,0
1,0,1,7.89,7.89,5,0
1,0,1,7.9,7.9,5,0
1,0,1,7.91,7.91,5,0
1,0,1,7.92,7.92,5,0
1,0,1,7.93,7.93,5,0
1,0,1,7.94,7.94,5,0
1,0,1,7.95,7.95,5,0
1,0,1,7.96,7.96,5,0
1,0,1,7.97,7.97,5,0
1,0,1,7.98,7.98,5,0
1,0,1,7.99,7.99,5,0
1,0,1,8,8,5,0
1,0,1,8.01,8.01,5,0
1,0,1,8.02,8.02,5,0
1,0,1,8.03,8.03,5,0
1,0,1,8.04,8.04,5,0
1,0,1,8.05,8.05,5,0
1,0,1,8.06,8.06,5,0
1,0,1,8.07,8.07,5,0
1,0,1,8.08,8.08,5,0
1,0,1,8.09,8.09,5,0
1,0,1,8.1,8.1,5,0
1,0,1,8.11,8.11,5,0
1,0,1,8.12,8.12,5,0
1,0,1,8.13,8.13,5,0
1,0,1,8.14,8.14,5,0
1,0,1,8.15,8.15,5,0
1,0,1,8.16,8.16,5,0
1,0,1,8.17,8.17,5,0
1,0,1,8.18,8.18,5,0
1,0,1,8.19,8.19,5,0
1,0,1,8.2,8.2,5,0
1,0,1,8.21,8.21,5,0
1,0,1,8.22,8.22,5,0
1,0,1,8.23,8.23,5,0
1,0,1,8.24,8.24,5,0
1,0,1,8.25,8.25,5,0
1,0,1,8.26,8.26,5,0
1,0,1,8.27,8.27,5,0
1,0,1,8.28,8.28,5,0
1,0,1,8.29,8.29,5,0
1,0,1,8.3,8.3,5,0
1,0,1,8.31,8.31,5,0
1,0,1,8.32,8.32,5,0
1,0,1,8.33,8.33,5,0
1,0,1,8.34,8.34,5,0
1,0,1,8.35,8.35,5,0
1,0,1,8.36,8.36,5,0
1,0,1,8.37,8.37,5,0
1,0,1,8.38,8.38,5,0
1,0,1,8.39,8.39,5,0
1,0,1,8.4,8.4,5,0
1,0,1,8.41,8.41,5,0
1,0,1,8.42,8.42,5,0
1,0,1,8.43,8.43,5,0
1,0,1,8.44,8.44,5,0
1,0,1,8.45,8.45,5,0
1,0,1,8.46,8.46,5,0
1,0,1,8.47,8.47,5,0
1,0,1,8.48,8.48,5,0
1,0,1,8.49,8.49,5,0
1,0,1,8.5,8.5,5,0
1,0,1,8.51,8.51,5,0
1,0,1,8.52,8.52,5,0
1,0,1,8.53,8.53,5,0
1,0,1,8.54,8.54,5,0
1,0,1,8.55,8.55,5,0
1,0,1,8.56,8.56,5,0
1,0,1,8.57,8.57,5,0
1,0,1,8.58,8.58,5,0
1,0,1,8.59,8.59,5,0
1,0,1,8.6,8.6,5,0
1,0,1,8.61,8.61,5,0
1,0,1,8.62,8.62,5,0
1,0,1,8.63,8.63,5,0
1,0,1,8.64,8.64,5,0
1,0,1,8.65,8.65,5,0
1,0,1,8.66,8.66,5,0
1,0,1,8.67,8.67,5,0
1,0,1,8.68,8.68,5,0
1,0,1,8.69,8.69,5,0
1,0,1,8.7,8.7,5,0
1,0,1,8.71,8.71,5,0
1,0,1,8.72,8.72,5,0
1,0,1,8.73,8.73,5,0
1,0,1,8.74,8.74,5,0
1,0,1,8.75,8.75,5,0
1,0,1,8.76,8.76,5,0
1,0,1,8.77,8.77,5,0
1,0,1,8.78,8.78,5,0
1,0,1,8.79,8.79,5,0
1,0,1,8.8,8.8,5,0
1,0,1,8.81,8.81,5,0
1,0,1,8.82,8.82,5,0
1,0,1,8.83,8.83,5,0
1,0,1,8.84,8.84,5,0
1,0,1,8.85,8.85,5,0
1,0,1,8.86,8.86,5,0
1,0,1,8.87,8.87,5,0
1,0,1,8.88,8.88,5,0
1,0,1,8.89,8.89,5,0
1,0,1,8.9,8.9,5,0
1,0,1,8.91,8.91,5,0
1,0,1,8.92,8.92,5,0
1,0,1,8.93,8.93,5,0
1,0,1,8.94,8.94,5,0
1,0,1,8.95,8.95,5,0
1,0,1,8.96,8.96,5,0
1,0,1,8.97,8.97,5,0
1,0,1,8.98,8.98,5,0
1,0,1,8.99,8.99,5,0
1,0,1,9,9,5,0
1,0,1,9.01,9.01,5,0
1,0,1,9.02,9.02,5,0
1,0,1,9.03,9.03,5,0
1,0,1,9.04,9.04,5,0
1,0,1,9.05,9.05,5,0
1,0,1,9.06,9.06,5,0
1,0,1,9.07,9.07,5,0
1,0,1,9.08,9.08,5,0
1,0,1,9.09,9.09,5,0
1,0,1,9.1,9.1,5,0
1,0,1,9.11,9.11,5,0
1,0,1,9.12,9.12,5,0
1,0,1,9.13,9.13,5,0
1,0,1,9.14,9.14,5,0
1,0,1,9.15,9.15,5,0
1,0,1,9.16,9.16,5,0
1,0,1,9.17,9.17,5,0
1,0,1,9.18,9.18,5,0
1,0,1,9.19,9.19,5,0
1,0,1,9.2,9.2,5,0
1,0,1,9.21,9.21,5,0
1,0,1,9.22,9.22,5,0
1,0,1,9.23,9.23,5,0
1,0,1,9.24,9.24,5,0
1,0,1,9.25,9.25,5,0
1,0,1,9.26,9.26,5,0
1,0,1,9.27,9.27,5,0
1,0,1,9.28,9.28,5,0
1,0,1,9.29,9.29,5,0
1,0,1,9.3,9.3,5,0
1,0,1,9.31,9.31,5,0
1,0,1,9.32,9.32,5,0
1,0,1,9.33,9.33,5,0
1,0,1,9.34,9.34,5,0
1,0,1,9.35,9.35,5,0
1,0,1,9.36,9.36,5,0
1,0,1,9.37,9.37,5,0
1,0,1,9.38,9.38,5,0
1,0,1,9.39,9.39,5,0
1,0,1,9.4,9.4,5,0
1,0,1,9.41,9.41,5,0
1,0,1,9.42,9.42,5,0
1,0,1,9.43,9.43,5,0
1,0,1,9.44,9.44,5,0
1,0,1,9.45,9.45,5,0
1,0,1,9.46,9.46,5,0
1,0,1,9.47,9.47,5,0
1,0,1,9.48,9.48,5,0
1,0,1,9.49,9.49,5,0
1,0,1,9.5,9.5,5,0
1,0,1,9.51,9.51,5,0
1,0,1,9.52,9.52,5,0
1,0,1,9.53,9.53,5,0
1,0,1,9.54,9.54,5,0
1,0,1,9.55,9.55,5,0
1,0,1,9.56,9.56,5,0
1,0,1,9.57,9.57,5,0
1,0,1,9.58,9.58,5,0
1,0,1,9.59,9.59,5,0
1,0,1,9.6,9.6,5,0
1,0,1,9.61,9.61,5,0
1,0,1,9.62,9.62,5,0
1,0,1,9.63,9.63,5,0
1,0,1,9.64,9.64,5,0
1,0,1,9.65,9.65,5,0
1,0,1,9.66,9.66,5,0
1,0,1,9.67,9.67,5,0
1,0,1,9.68,9.68,5,0
1,0,1,9.69,9.69,5,0
1,0,1,9.7,9.7,5,0
1,0,1,9.71,9.71,5,0
1,0,1,9.72,9.72,5,0
1,0,1,9.73,9.73,5,0
1,0,1,9.74,9.74,5,0
1,0,1,9.75,9.75,5,0
1,0,1,9.76,9.76,5,0
1,0,1,9.77,9.77,5,0
1,0,1,9.78,9.78,5,0
1,0,1,9.79,9.79,5,0
1,0,1,9.8,9.8,5,0
1,0,1,9.81,9.81,5,0
1,0,1,9.82,9.82,5,0
1,0,1,9.83,9.83,5,0
1,0,1,9.84,9.84,5,0
1,0,1,9.85,9.85,5,0
1,0,1,9.86,9.86,5,0
1,0,1,9.87,9.87,5,0
1,0,1,9.88,9.88,5,0
1,0,1,9.89,9.89,5,0
1,0,1,9.9,9.9,5,0
1,0,1,9.91,9.91,5,0
1,0,1,9.92,9.92,5,0
1,0,1,9.93,9.93,5,0
1,0,1,9.94,9.94,5,0
1,0,1,9.95,9.95,5,0
1,0,1,9.96,9.96,5,0
1,0,1,9.97,9.97,5,0
1,0,1,9.98,9.98,5,0
1,0,1,9.99,9.99,5,0
1,0,1,10,10,5,0
